,PCNTNM,NAME,PPHONE,PCNTY,PCNTY22,P_INDIAN,P_ASIAN,P_PACIFIC,P_HISP,P_WHITE,P_BLACK,P_TR,STTCH_RT,State,ZIP,RELIG,ORIENT
0,ETOWAH,ST JAMES CATHOLIC SCHOOL,2565460132.0,55,5501,0.0,4.6728971963,0.0,44.859813084,18.691588785,23.364485981,8.4112149533,8.4920634921,AL,35901,1,1
1,TUSCALOOSA,HOLY SPIRIT CATHOLIC SCHOOL,2055535606.0,125,12501,0.0,16.581632653,0.2551020408,11.479591837,53.06122449,12.5,6.1224489796,9.2671394799,AL,35405,1,1
2,MADISON,HOLY FAMILY PAROCHIAL SCHOOL,2565395221.0,89,8901,0.0,0.0,1.1299435028,53.672316384,25.988700565,14.689265537,4.5197740113,11.346153846,AL,35816,1,1
3,MADISON,HOLY SPIRIT REGIONAL CATHOLIC SCHOOL,2568814852.0,89,8901,0.0,3.4574468085,0.5319148936,17.021276596,73.670212766,0.7978723404,4.5212765957,11.19047619,AL,35802,1,1
4,JEFFERSON,OUR LADY OF SORROWS,2058793237.0,73,7301,0.0,2.0833333333,0.0,9.2261904762,68.75,14.583333333,5.3571428571,14.0,AL,35209,1,1
5,MORGAN,ST ANN SCHOOL,2563536543.0,103,10301,0.0,5.4347826087,2.1739130435,67.391304348,21.739130435,3.2608695652,0.0,10.222222222,AL,35603,1,1
6,CULLMAN,SACRED HEART ELEMENTARY,2567344563.0,43,4301,0.0,6.7307692308,0.0,24.038461538,60.576923077,0.0,8.6538461538,8.4552845528,AL,35055,1,1
7,JEFFERSON,ST ROSE OF LIMA SCHOOL,2059330549.0,73,7301,0.0,0.0,0.0,12.849162011,74.301675978,12.849162011,0.0,17.047619048,AL,35205,1,1
8,JEFFERSON,ST FRANCIS XAVIER SCHOOL,2058711687.0,73,7301,0.0,0.5952380952,0.0,17.857142857,31.547619048,5.3571428571,44.642857143,8.0769230769,AL,35213,1,1
9,JEFFERSON,JOHN CARROLL CATHOLIC HIGH SCHOOL,2059402400.0,73,7301,1.0245901639,3.893442623,0.2049180328,12.704918033,60.860655738,13.93442623,7.3770491803,11.455399061,AL,35209,1,1
10,JEFFERSON,HOLY FAMILY CRISTO REY CATHOLIC HIGH SCHOOL,2057879937.0,73,7301,0.0,0.0,0.0,22.842639594,0.0,74.61928934,2.538071066,13.493150685,AL,35219,1,1
11,CALHOUN,SACRED HEART CATHOLIC SCHOOL,2562374231.0,15,1501,0.0,8.6956521739,0.0,20.869565217,35.652173913,24.347826087,10.434782609,5.2752293578,AL,36205,1,1
12,MOBILE,ST PIUS X SCHOOL,2515339476.0,97,9701,0.0,2.1276595745,0.0,3.1914893617,77.659574468,11.70212766,5.3191489362,7.5806451613,AL,36606,1,1
13,MOBILE,ST MARY CATHOLIC SCHOOL,2514339904.0,97,9701,0.0,0.4914004914,0.4914004914,1.4742014742,75.42997543,16.461916462,5.6511056511,10.226130653,AL,36604,1,1
14,MOBILE,ST IGNATIUS CATHOLIC SCHOOL,2513425442.0,97,9701,0.0,0.826446281,0.826446281,0.0,91.73553719,3.8567493113,2.7548209366,9.8108108108,AL,36608,1,1
15,MOBILE,ST DOMINIC CATHOLIC SCHOOL,2516615226.0,97,9701,0.0,0.0,0.0,0.0,97.5,2.5,0.0,2.2222222222,AL,36693,1,1
16,MOBILE,MOST PURE HEART OF MARY CATHOLIC SCHOOL,2514325270.0,97,9701,0.0,0.0,0.0,0.0,0.0,98.591549296,1.4084507042,8.875,AL,36603,1,1
17,MOBILE,LITTLE FLOWER CATHOLIC SCHOOL,2514795761.0,97,9701,0.0,2.3255813953,0.0,8.1395348837,25.581395349,52.325581395,11.627906977,6.8253968254,AL,36606,1,1
18,BALDWIN,ST BENEDICT CATHOLIC SCHOOL,2517099861.0,3,301,0.0,2.0618556701,1.0309278351,20.618556701,62.886597938,6.1855670103,7.2164948454,8.3620689655,AL,36530,1,1
19,BALDWIN,CHRIST THE KING CATHOLIC SCHOOL,2516261692.0,3,301,0.2272727273,1.3636363636,0.0,4.5454545455,90.681818182,0.9090909091,2.2727272727,13.333333333,AL,36526,1,1
20,MONTGOMERY,MONTGOMERY CATHOLIC PREPARATORY SCHOOL,3342727220.0,101,10101,0.0,5.6282722513,0.1308900524,6.5445026178,62.958115183,17.539267016,7.1989528796,10.821529745,AL,36116,1,1
21,JEFFERSON,ADVENT EPISCOPAL DAY SCHOOL,2052522535.0,73,7301,1.0695187166,2.1390374332,0.0,1.0695187166,64.705882353,24.598930481,6.4171122995,8.4615384615,AL,35203,2,14
22,MADISON,HUNTSVILLE COLLEGE PREPARATORY SCHOOL,2565391772.0,89,8901,0.0,0.0,0.0,0.0,38.461538462,38.461538462,23.076923077,26.0,AL,35805,3,30
23,DALLAS,JOHN T MORGAN ACADEMY,3348754464.0,47,4701,0.0,1.5015015015,0.0,1.2012012012,96.396396396,0.9009009009,0.0,12.807692308,AL,36701,3,30
24,JEFFERSON,JEFFERSON CHRISTIAN ACADEMY,2059569111.0,73,7301,0.0,0.0,1.1173184358,0.5586592179,52.51396648,45.810055866,0.0,11.1875,AL,35210,2,9
25,MOBILE,EVANGEL CHRISTIAN SCHOOL,2516754619.0,97,9701,0.0,5.5555555556,0.0,1.8518518519,51.851851852,40.740740741,0.0,7.397260274,AL,36571,2,4
26,LEE,GLENWOOD SCHOOL,3342973614.0,81,8101,0.0,0.3189792663,0.1594896332,0.3189792663,95.055821372,4.1467304625,0.0,9.6461538462,AL,36877,3,30
27,LAUDERDALE,MARS HILL BIBLE SCHOOL,2567671203.0,77,7701,0.5928853755,2.766798419,0.0,3.3596837945,87.944664032,3.95256917,1.3833992095,12.49382716,AL,35630,2,9
28,LOWNDES,LOWNDES ACADEMY,3342783366.0,85,8501,0.0,0.4385964912,0.0,1.7543859649,94.736842105,3.0701754386,0.0,12.063492063,AL,36752,2,29
29,HENRY,ABBEVILLE CHRISTIAN ACADEMY,3345855100.0,67,6701,0.0,1.8957345972,0.0,2.3696682464,89.573459716,6.1611374408,0.0,12.485207101,AL,36310,2,8
30,MADISON,GRACE LUTHERAN SCHOOL,2568810553.0,89,8901,0.0,1.4814814815,0.0,5.1851851852,78.518518519,7.4074074074,7.4074074074,9.6428571429,AL,35801,2,20
31,CULLMAN,ST PAULS LUTHERAN SCHOOL,2567346580.0,43,4301,0.0,0.0,1.4285714286,0.0,98.571428571,0.0,0.0,5.9322033898,AL,35055,2,20
32,ETOWAH,HOLY COMFORTER EPISCOPAL DAY SCHOOL,2565469071.0,55,5501,0.0,2.8571428571,0.0,5.7142857143,85.714285714,5.7142857143,0.0,2.9661016949,AL,35901,2,14
33,CALHOUN,THE DONOHO SCHOOL,2562375477.0,15,1501,0.0,8.4142394822,0.0,2.9126213592,82.524271845,5.501618123,0.6472491909,11.195652174,AL,36207,3,30
34,MOBILE,MOBILE CHRISTIAN SCHOOL,2516611613.0,97,9701,0.4901960784,1.9607843137,0.0,0.8169934641,79.08496732,15.849673203,1.7973856209,10.85106383,AL,36609,2,9
35,JEFFERSON,NE MILES JEWISH DAY SCHOOL,1205451809.0,73,7301,0.0,0.0,0.0,1.8867924528,88.679245283,9.4339622642,0.0,6.3855421687,AL,35213,2,18
36,MADISON,WESTMINSTER CHRISTIAN ACADEMY,2567058000.0,89,8901,0.0,3.0640668524,0.0,3.3426183844,82.17270195,11.420612813,0.0,9.8356164384,AL,35806,2,27
37,LIMESTONE,ATHENS BIBLE SCHOOL,2562323525.0,83,8301,0.0,2.34375,0.0,0.0,97.65625,0.0,0.0,8.178913738,AL,35611,3,30
38,MONTGOMERY,TRINITY PRESBYTERIAN SCHOOL,3342132100.0,101,10101,0.1663893511,2.3294509151,0.0,0.4991680532,91.347753744,5.6572379368,0.0,9.8524590164,AL,36106,2,27
39,HOUSTON,HOUSTON ACADEMY,3347944106.0,69,6901,0.1501501502,4.8048048048,0.0,1.8018018018,85.885885886,4.954954955,2.4024024024,11.502590674,AL,36303,3,30
40,TUSCALOOSA,TUSCALOOSA ACADEMY,2057584462.0,125,12501,0.0,5.0574712644,0.0,2.2988505747,86.896551724,5.7471264368,0.0,9.3952483801,AL,35406,3,30
41,MOBILE,UMS-WRIGHT PREPARATORY SCHOOL,2514709021.0,97,9701,0.3533568905,3.0035335689,0.2650176678,1.8551236749,91.254416961,1.6784452297,1.5901060071,11.033138402,AL,36607,3,30
42,MADISON,RANDOLPH SCHOOL,2567996115.0,89,8901,0.9719222462,5.7235421166,0.0,3.13174946,82.181425486,3.9956803456,3.9956803456,8.7939221273,AL,35802,3,30
43,JEFFERSON,THE ALTAMONT SCHOOL,2058743501.0,73,7301,0.5524861878,13.812154696,0.0,2.2099447514,72.651933702,10.773480663,0.0,8.8725490196,AL,35213,3,30
44,CHAMBERS,CHAMBERS ACADEMY,3348649852.0,17,1701,0.0,0.0,0.0,0.7604562738,95.817490494,3.0418250951,0.3802281369,13.842105263,AL,36862,3,30
45,MOBILE,COTTAGE HILL CHRISTIAN ACADEMY AT WEST CAMPUS,2516342513.0,97,9701,0.0,2.8145695364,0.0,0.3311258278,81.125827815,14.735099338,0.9933774834,6.6155531216,AL,36695,2,5
46,JEFFERSON,DUNNAMS PRIVATE SCHOOL,2054254194.0,73,7301,0.0,0.0,0.0,0.0,33.333333333,66.666666667,0.0,15.0,AL,35022,3,30
47,ELMORE,EDGEWOOD ACADEMY,3345675102.0,51,5101,0.0,0.0,0.0,2.2624434389,96.380090498,0.9049773756,0.4524886878,9.2468619247,AL,36025,3,30
48,BUTLER,FORT DALE ACADEMY,3343822606.0,13,1301,0.0,0.0,0.0,0.6928406467,96.997690531,2.3094688222,0.0,14.433333333,AL,36037,3,30
49,JEFFERSON,GLEN IRIS BAPTIST SCHOOL,2053231516.0,73,7301,0.0,1.0416666667,0.0,4.1666666667,33.333333333,57.291666667,4.1666666667,7.5,AL,35205,2,5
50,MORGAN,DECATUR HERITAGE CHRISTIAN ACADEMY,2563514275.0,103,10301,0.0,1.2383900929,0.0,3.4055727554,84.520123839,9.2879256966,1.5479876161,9.1501416431,AL,35601,2,8
51,TALLAPOOSA,LYMAN WARD MILITARY ACADEMY,2563072533.0,123,12301,1.0204081633,3.0612244898,0.0,5.1020408163,76.530612245,14.285714286,0.0,8.4482758621,AL,36850,3,30
52,BALDWIN,MARIETTA JOHNSON SCHOOL OF ORGANIC EDUCATION,2519289347.0,3,301,0.0,0.0,0.0,0.0,75.0,0.0,25.0,3.2,AL,36532,3,30
53,DALLAS,MEADOWVIEW CHRISTIAN SCHOOL,3348728448.0,47,4701,0.0,0.0,0.0,1.226993865,80.981595092,8.5889570552,9.2024539877,10.866666667,AL,36701,2,8
54,HOUSTON,NORTHSIDE METHODIST CHURCH & ACADEMY,3347947273.0,69,6901,0.6441223833,2.0933977456,0.4830917874,0.3220611916,89.855072464,4.8309178744,1.7713365539,12.673469388,AL,36303,2,25
55,PICKENS,PICKENS ACADEMY,2053678144.0,107,10701,0.0,0.0,0.0,0.406504065,97.967479675,0.406504065,1.2195121951,14.470588235,AL,35447,3,30
56,PIKE,PIKE LIBERAL ARTS SCHOOL,3345662023.0,109,10901,0.0,1.1160714286,0.0,0.4464285714,91.964285714,6.4732142857,0.0,9.4117647059,AL,36081,3,30
57,HALE,SOUTHERN ACADEMY,3346248111.0,65,6501,0.0,0.3533568905,0.0,0.0,99.293286219,0.0,0.3533568905,14.15,AL,36744,3,30
58,CHAMBERS,SPRINGWOOD SCHOOL,3346442191.0,17,1701,0.4672897196,11.214953271,0.0,4.2056074766,79.439252336,4.2056074766,0.4672897196,8.9166666667,AL,36863,3,30
59,CALHOUN,TRINITY CHRISTIAN ACADEMY,2568313333.0,15,1501,0.0,0.0,0.0,1.8987341772,87.974683544,10.126582278,0.0,10.896551724,AL,36203,2,5
60,ELMORE,VICTORY CHRISTIAN ACADEMY,3342850211.0,51,5101,0.0,5.5555555556,0.0,5.5555555556,83.333333333,5.5555555556,0.0,13.846153846,AL,36054,2,5
61,MOBILE,GOVERNMENT STREET CHRISTIAN SCHOOL,2516607444.0,97,9701,0.0,1.0,0.0,2.0,47.0,46.0,4.0,7.1428571429,AL,36693,2,5
62,AUTAUGA,AUTAUGA ACADEMY,3343654343.0,1,101,0.4608294931,0.0,0.4608294931,0.9216589862,81.105990783,16.129032258,0.9216589862,7.0,AL,36067,2,29
63,MONTGOMERY,ALABAMA CHRISTIAN ACADEMY,3342771985.0,101,10101,0.0,2.2764227642,0.0,1.6260162602,73.495934959,22.601626016,0.0,12.202380952,AL,36109,2,9
64,MOBILE,WESLEYAN CHRISTIAN ACADEMY,2518667501.0,97,9701,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.75,AL,36522,2,25
65,LEE,LEE-SCOTT ACADEMY,3348212430.0,81,8101,0.2865329513,3.2951289398,0.5730659026,1.1461318052,92.979942693,0.5730659026,1.1461318052,11.731092437,AL,36830,2,8
66,JEFFERSON,EPHESUS ACADEMY,2057862194.0,73,7301,0.0,0.0,0.0,0.0,1.4084507042,98.591549296,0.0,10.923076923,AL,35211,2,28
67,MADISON,BIG COVE CHRISTIAN ACADEMY,2565189642.0,89,8901,0.0,0.0,0.0,27.272727273,51.515151515,15.151515152,6.0606060606,10.64516129,AL,35763,2,28
68,MOBILE,MOBILE JUNIOR ACADEMY,2516338638.0,97,9701,0.0,0.0,0.0,10.344827586,27.586206897,58.620689655,3.4482758621,9.6666666667,AL,36695,2,28
69,JACKSON,FLORAL CREST SCHOOL,2565972582.0,71,7101,0.0,0.0,0.0,11.111111111,66.666666667,5.5555555556,16.666666667,6.9230769231,AL,35958,2,28
70,FAIRBANKS NORTH STAR,"MONROE JR, SR HIGH SCHOOLS OF FAIRBANKS",9073133062.0,90,9002,11.280487805,3.0487804878,2.4390243902,9.1463414634,63.109756098,6.0975609756,4.8780487805,18.222222222,AK,99701,1,1
71,ANCHORAGE,ANCHORAGE JUNIOR ACADEMY,9073462164.0,20,2002,2.380952381,14.285714286,33.333333333,16.666666667,0.0,9.5238095238,23.80952381,14.0,AK,99507,2,28
72,MATANUSKA-SUSITNA,AMAZING GRACE ACADEMY,9077452691.0,170,17002,6.976744186,2.3255813953,0.0,5.8139534884,82.558139535,2.3255813953,0.0,8.1132075472,AK,99645,2,28
73,DILLINGHAM,DILLINGHAM ADVENTIST SCHOOL,9078422496.0,70,7002,40.0,0.0,0.0,20.0,40.0,0.0,0.0,2.4390243902,AK,99576,2,28
74,JUNEAU,JUNEAU SDA CHRISTIAN SCHOOL,9077804336.0,110,11002,0.0,75.0,0.0,0.0,25.0,0.0,0.0,4.0,AK,99803,2,28
75,SANTA CRUZ,LOURDES CATHOLIC SCHOOL,5202875659.0,23,2304,0.0,0.8032128514,0.0,98.393574297,0.4016064257,0.0,0.4016064257,17.054794521,AZ,85621,1,1
76,GILA,ST CHARLES APACHE MISSION SCHOOL,9284752449.0,7,704,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,AZ,85550,1,1
77,PIMA,KINO LEARNING CENTER,5202977278.0,19,1904,0.0,0.0,0.0,10.526315789,89.473684211,0.0,0.0,3.8383838384,AZ,85718,3,30
78,PIMA,OUR MOTHER OF SORROWS CATHOLIC SCHOOL,5207471027.0,19,1904,0.0,1.0600706714,0.0,48.763250883,44.876325088,2.4734982332,2.8268551237,16.079545455,AZ,85710,1,1
79,PIMA,SALPOINTE CATHOLIC HIGH SCHOOL,5205474467.0,19,1904,1.9154030327,1.4365522745,0.0798084597,41.101356744,45.171588188,2.5538707103,7.7414205906,16.209573092,AZ,85719,1,1
80,PIMA,SAN XAVIER MISSION SCHOOL,5202940628.0,19,1904,73.80952381,0.0,0.0,14.285714286,7.1428571429,4.7619047619,0.0,8.1553398058,AZ,85746,1,1
81,PIMA,SANTA CRUZ CATHOLIC SCHOOL,5206242093.0,19,1904,0.0,0.0,0.0,100.0,0.0,0.0,0.0,15.0,AZ,85713,1,1
82,PIMA,ST JOHN THE EVANGELIST CATHOLIC SCHOOL,5206243865.0,19,1904,0.8,0.0,0.0,98.133333333,0.5333333333,0.5333333333,0.0,17.361111111,AZ,85713,1,1
83,YUMA,IMMACULATE CONCEPTION CATHOLIC SCHOOL,9287835225.0,27,2704,0.0,1.4354066986,0.4784688995,89.95215311,6.6985645933,0.956937799,0.4784688995,15.035971223,AZ,85364,1,1
84,YUMA,ST FRANCIS OF ASSISI SCHOOL,9287821539.0,27,2704,0.4291845494,1.2875536481,1.7167381974,58.798283262,34.763948498,1.2875536481,1.7167381974,19.416666667,AZ,85364,1,1
85,COCHISE,LORETTO CATHOLIC SCHOOL,5202271755.0,3,304,0.0,0.0,0.0,99.019607843,0.9803921569,0.0,0.0,22.666666667,AZ,85607,1,1
86,PINAL,ST ANTHONY OF PADUA CATHOLIC SCHOOL,5207886227.0,21,2104,0.7407407407,0.7407407407,0.0,81.481481481,14.074074074,2.962962963,0.0,12.385321101,AZ,85122,1,1
87,MARICOPA,QUEEN OF PEACE CATHOLIC SCHOOL,4809690226.0,13,1304,0.5076142132,2.0304568528,2.538071066,89.847715736,4.5685279188,0.5076142132,0.0,14.812030075,AZ,85201,1,1
88,MARICOPA,OUR LADY OF MOUNT CARMEL SCHOOL,4809675567.0,13,1304,0.0,0.2409638554,0.0,13.493975904,79.518072289,0.4819277108,6.265060241,23.055555556,AZ,85282,1,1
89,MARICOPA,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,4808743721.0,13,1304,2.9411764706,1.8382352941,0.3676470588,19.852941176,71.323529412,3.6764705882,0.0,12.363636364,AZ,85251,1,1
90,YAVAPAI,SACRED HEART CATHOLIC SCHOOL,9284452621.0,25,2504,2.8571428571,0.0,0.0,32.380952381,37.142857143,1.9047619048,25.714285714,9.2105263158,AZ,86301,1,1
91,MARICOPA,XAVIER COLLEGE PREPARATORY,6022773772.0,13,1304,1.0695187166,4.0998217469,0.5347593583,21.479500891,63.903743316,2.2281639929,6.6844919786,14.202531646,AZ,85012,1,1
92,MARICOPA,ST VINCENT DE PAUL CATHOLIC ELEMENTARY SCHOOL,6232478595.0,13,1304,0.2159827214,0.2159827214,0.0,97.192224622,1.7278617711,0.2159827214,0.4319654428,21.045454545,AZ,85031,1,1
93,MARICOPA,ST THOMAS THE APOSTLE SCHOOL,6029549088.0,13,1304,0.2036659878,2.8513238289,0.4073319756,30.346232179,59.877800407,0.4073319756,5.9063136456,17.048611111,AZ,85016,1,1
94,MARICOPA,ST THERESA CATHOLIC SCHOOL,6028400010.0,13,1304,0.0,1.1204481793,0.0,10.644257703,78.711484594,1.1204481793,8.4033613445,11.369426752,AZ,85018,1,1
95,MARICOPA,ST MARY'S CATHOLIC HIGH SCHOOL,6022512503.0,13,1304,5.954825462,1.2320328542,0.4106776181,74.332648871,11.498973306,6.5708418891,0.0,13.954154728,AZ,85004,1,1
96,MARICOPA,ST JEROME ELEMENTARY SCHOOL,6029425644.0,13,1304,0.0,7.1794871795,0.5128205128,58.974358974,25.641025641,5.1282051282,2.5641025641,17.727272727,AZ,85029,1,1
97,MARICOPA,ST GREGORY ELEMENTARY SCHOOL,6022669527.0,13,1304,0.6289308176,2.8301886792,0.0,81.761006289,9.1194968553,4.4025157233,1.2578616352,16.391752577,AZ,85015,1,1
98,MARICOPA,ST CATHERINE OF SIENA CATHOLIC SCHOOL,6022762241.0,13,1304,0.0,1.1428571429,0.0,93.142857143,2.2857142857,3.4285714286,0.0,19.444444444,AZ,85042,1,1
99,MARICOPA,ST AGNES CATHOLIC SCHOOL,6022440349.0,13,1304,2.4752475248,0.9900990099,0.0,15.841584158,61.386138614,4.4554455446,14.851485149,15.658914729,AZ,85006,1,1
100,MARICOPA,SS SIMON AND JUDE CATHEDRAL SCHOOL,6022421299.0,13,1304,0.4618937644,9.2378752887,0.0,54.734411085,32.33256351,2.3094688222,0.9237875289,14.982698962,AZ,85017,1,1
101,MARICOPA,MOST HOLY TRINITY CATHOLIC ELEMENTARY SCHOOL,6029439058.0,13,1304,0.0,1.8181818182,0.6060606061,86.666666667,6.0606060606,4.8484848485,0.0,12.790697674,AZ,85020,1,1
102,MARICOPA,BROPHY COLLEGE PREPARATORY,6022645291.0,13,1304,0.355366027,5.2594171997,0.0710732054,20.895522388,60.270078181,2.7007818053,10.447761194,13.581081081,AZ,85012,1,1
103,MARICOPA,BOURGADE CATHOLIC HIGH SCHOOL,6029734000.0,13,1304,3.1884057971,2.8985507246,0.0,71.014492754,19.420289855,3.4782608696,0.0,10.917721519,AZ,85017,1,1
104,MARICOPA,ST LOUIS THE KING SCHOOL,6239394264.0,13,1304,2.5510204082,20.408163265,0.0,65.816326531,2.0408163265,8.1632653061,1.0204081633,16.896551724,AZ,85301,1,1
105,MARICOPA,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,6239317288.0,13,1304,1.6666666667,1.3333333333,0.0,78.333333333,6.3333333333,3.6666666667,8.6666666667,16.666666667,AZ,85301,1,1
106,MARICOPA,SETON CATHOLIC PREPARATORY HIGH SCHOOL,4809631900.0,13,1304,0.0,0.0,0.0,38.235294118,61.764705882,0.0,0.0,10.168224299,AZ,85224,1,1
107,MARICOPA,ST MARY-BASHA CATHOLIC SCHOOL,4809634951.0,13,1304,0.8403361345,0.5602240896,1.1204481793,33.613445378,59.383753501,0.2801120448,4.2016806723,10.530973451,AZ,85225,1,1
108,NAVAJO,NATIVE AMERICAN CHRISTIAN ACADEMY,9285246211.0,17,1704,66.666666667,0.0,0.0,15.151515152,9.0909090909,0.0,9.0909090909,5.8928571429,AZ,86029,2,12
109,YAVAPAI,PRIMAVERA SCHOOL,9284455382.0,25,2504,0.0,1.25,1.25,1.25,93.75,0.0,2.5,9.0909090909,AZ,86303,3,30
110,MARICOPA,PARADISE VALLEY CHRISTIAN PREPARATORY,6025098583.0,13,1304,2.1052631579,7.3684210526,0.701754386,12.631578947,70.877192982,3.8596491228,2.4561403509,10.178571429,AZ,85028,2,8
111,MARICOPA,PHOENIX CHRISTIAN PREPARATORY SCHOOL,6022654707.0,13,1304,2.8384279476,2.1834061135,0.0,49.781659389,27.074235808,18.122270742,0.0,16.654545455,AZ,85015,2,29
112,APACHE,NAVAJO MISSION PREPARATORY SCHOOL,9286594201.0,1,104,0.0,0.0,0.0,0.0,100.0,0.0,0.0,18.5,AZ,86545,2,23
113,MARICOPA,ALL SAINTS' EPISCOPAL DAY SCHOOL,6022744866.0,13,1304,0.2024291498,5.8704453441,0.2024291498,11.538461538,66.801619433,4.048582996,11.336032389,9.5736434109,AZ,85012,2,14
114,MARICOPA,NEW WAY ACADEMY,6023898600.0,13,1304,0.3861003861,3.0888030888,0.0,8.1081081081,84.16988417,4.2471042471,0.0,5.9815242494,AZ,85008,3,30
115,PIMA,FAITH LUTHERAN SCHOOL,5208810670.0,19,1904,1.8518518519,1.8518518519,3.7037037037,16.666666667,53.703703704,7.4074074074,14.814814815,9.6428571429,AZ,85711,2,20
116,MARICOPA,CHRIST LUTHERAN SCHOOL,6029577010.0,13,1304,0.2202643172,1.5418502203,0.0,2.6431718062,85.682819383,0.6607929515,9.2511013216,13.313782991,AZ,85018,2,20
117,YUMA,YUMA LUTHERAN SCHOOL,9287268410.0,27,2704,1.1337868481,0.9070294785,0.0,15.192743764,82.0861678,0.6802721088,0.0,17.926829268,AZ,85365,2,20
118,NAVAJO,EAST FORK LUTHERAN SCHOOL,9283384455.0,17,1704,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.444444444,AZ,85941,2,22
119,MARICOPA,EMMANUEL LUTHERAN SCHOOL,4809673991.0,13,1304,4.6728971963,0.9345794393,0.0,15.887850467,60.747663551,1.8691588785,15.887850467,12.891566265,AZ,85282,2,22
120,YAVAPAI,VERDE VALLEY SCHOOL,9282842272.0,25,2504,2.6086956522,10.434782609,0.0,8.6956521739,47.826086957,4.347826087,26.086956522,6.5714285714,AZ,86351,3,30
121,MARICOPA,GOMPERS PRIVATE SCHOOL,6023360061.0,13,1304,0.0,0.0,0.0,50.0,30.0,20.0,0.0,5.0,AZ,85017,3,30
122,PIMA,REDEEMER LUTHERAN SCHOOL,5205728136.0,19,1904,1.7699115044,1.7699115044,0.0,8.8495575221,78.761061947,3.5398230088,5.3097345133,17.121212121,AZ,85743,2,22
123,MARICOPA,SCOTTSDALE CHRISTIAN ACADEMY,6029925100.0,13,1304,0.3472222222,1.9675925926,0.2314814815,3.587962963,89.699074074,3.125,1.0416666667,13.478939158,AZ,85032,2,8
124,MARICOPA,GRACE LUTHERAN SCHOOL,6239372010.0,13,1304,4.0816326531,0.0,0.0,18.367346939,57.142857143,6.1224489796,14.285714286,16.333333333,AZ,85301,2,22
125,MARICOPA,TRI-CITY CHRISTIAN ACADEMY,4802457902.0,13,1304,0.0,12.765957447,0.0,21.276595745,59.574468085,6.3829787234,0.0,11.19047619,AZ,85286,2,5
126,APACHE,IMMANUEL MISSION SCHOOL,9284890421.0,1,104,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7575757576,AZ,86514,2,8
127,APACHE,ST MICHAELS ASSOC FOR SP ED,9288712810.0,1,104,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,AZ,86511,3,30
128,MARICOPA,EMMAUS LUTHERAN SCHOOL,6028433853.0,13,1304,9.2592592593,7.4074074074,1.8518518519,14.814814815,53.703703704,9.2592592593,3.7037037037,13.5,AZ,85029,2,29
129,MARICOPA,GLENVIEW ADVENTIST ACADEMY,6239311846.0,13,1304,0.0,12.162162162,0.6756756757,64.864864865,8.1081081081,13.513513514,0.6756756757,20.0,AZ,85019,2,28
130,NAVAJO,HOLBROOK SEVENTH-DAY ADVENTIST INDIAN SCHOOL,9285246845.0,17,1704,95.081967213,3.2786885246,0.0,0.0,1.6393442623,0.0,0.0,6.8539325843,AZ,86025,2,28
131,MARICOPA,THUNDERBIRD ADVENTIST ACADEMY,4809483300.0,13,1304,2.380952381,7.9365079365,0.0,44.444444444,27.777777778,7.9365079365,9.5238095238,12.727272727,AZ,85260,2,28
132,SALINE,OUR LADY OF FATIMA CATHOLIC SCHOOL,5018403772.0,125,12505,0.0,3.2786885246,0.0,37.704918033,54.098360656,4.9180327869,0.0,7.625,AR,72015,1,1
133,LOGAN,SUBIACO ACADEMY,4799341000.0,83,8305,3.7313432836,13.432835821,0.0,13.432835821,61.940298507,7.4626865672,0.0,10.387596899,AR,72865,1,1
134,POPE,ST JOHN CATHOLIC SCHOOL,4799674644.0,115,11505,0.0,2.7027027027,0.0,20.27027027,75.675675676,1.3513513514,0.0,6.7889908257,AR,72801,1,1
135,PULASKI,ST THERESA CATHOLIC SCHOOL,5015653855.0,119,11905,0.0,2.5125628141,0.0,86.432160804,5.0251256281,5.0251256281,1.0050251256,16.583333333,AR,72209,1,1
136,PULASKI,CATHOLIC HIGH SCHOOL FOR BOYS,5016643939.0,119,11905,0.1400560224,1.1204481793,0.1400560224,8.5434173669,87.535014006,2.380952381,0.1400560224,14.308617234,AR,72205,1,1
137,CRAIGHEAD,BLESSED SACRAMENT CATHOLIC SCHOOL,8709323684.0,31,3105,0.0,6.4814814815,0.0,14.814814815,66.666666667,3.7037037037,8.3333333333,10.693069307,AR,72401,1,1
138,GARLAND,ST JOHNS CATHOLIC SCHOOL,5016243171.0,51,5105,0.0,5.3333333333,0.0,26.666666667,65.333333333,0.0,2.6666666667,6.6371681416,AR,71901,1,1
139,SEBASTIAN,IMMACULATE CONCEPTION CATHOLIC SCHOOL,4797836798.0,131,13105,2.3474178404,4.2253521127,0.4694835681,39.436619718,52.582159624,0.0,0.9389671362,12.529411765,AR,72901,1,1
140,SEBASTIAN,CHRIST THE KING CATHOLIC SCHOOL,4797820614.0,131,13105,0.0,12.446351931,0.4291845494,21.459227468,53.21888412,0.0,12.446351931,14.121212121,AR,72901,1,1
